"Time","perf_app1"
2026-09-11 12:04:00,37.1 MiB
2026-09-11 12:04:15,37.1 MiB
2026-09-11 12:04:30,37.1 MiB
2026-09-11 12:04:45,37.1 MiB
2026-09-11 12:05:00,37.2 MiB
2026-09-11 12:05:15,37.3 MiB
2026-09-11 12:05:30,37.3 MiB
2026-09-11 12:05:45,37.3 MiB
2026-09-11 12:06:00,37.3 MiB
2026-09-11 12:06:15,37.3 MiB
2026-09-11 12:06:30,37.3 MiB
2026-09-11 12:06:45,37.3 MiB
2026-09-11 12:07:00,37.3 MiB
2026-09-11 12:07:15,37.3 MiB
2026-09-11 12:07:30,37.3 MiB
2026-09-11 12:07:45,37.3 MiB
2026-09-11 12:08:00,37.3 MiB
2026-09-11 12:08:15,37.3 MiB
2026-09-11 12:08:30,37.3 MiB
2026-09-11 12:08:45,37.3 MiB
2026-09-11 12:09:00,37.3 MiB
2026-09-11 12:09:15,37.3 MiB
2026-09-11 12:09:30,37.3 MiB
2026-09-11 12:09:45,37.4 MiB
2026-09-11 12:10:00,37.3 MiB
2026-09-11 12:10:15,37.3 MiB
2026-09-11 12:10:30,37.3 MiB
2026-09-11 12:10:45,37.3 MiB
2026-09-11 12:11:00,37.3 MiB
2026-09-11 12:11:15,37.3 MiB
2026-09-11 12:11:30,37.3 MiB
2026-09-11 12:11:45,37.3 MiB
2026-09-11 12:12:00,37.3 MiB
2026-09-11 12:12:15,37.3 MiB
2026-09-11 12:12:30,37.3 MiB
2026-09-11 12:12:45,37.3 MiB
2026-09-11 12:13:00,37.3 MiB
2026-09-11 12:13:15,37.3 MiB
2026-09-11 12:13:30,37.3 MiB
2026-09-11 12:13:45,37.4 MiB
2026-09-11 12:14:00,37.4 MiB
2026-09-11 12:14:15,37.4 MiB
2026-09-11 12:14:30,37.4 MiB
2026-09-11 12:14:45,37.4 MiB
2026-09-11 12:15:00,37.4 MiB
2026-09-11 12:15:15,37.4 MiB
2026-09-11 12:15:30,37.4 MiB
2026-09-11 12:15:45,37.4 MiB
2026-09-11 12:16:00,37.4 MiB
2026-09-11 12:16:15,37.4 MiB
2026-09-11 12:16:30,37.4 MiB
2026-09-11 12:16:45,37.4 MiB
2026-09-11 12:17:00,37.4 MiB
2026-09-11 12:17:15,37.4 MiB
2026-09-11 12:17:30,37.4 MiB
2026-09-11 12:17:45,37.4 MiB
2026-09-11 12:18:00,37.4 MiB
2026-09-11 12:18:15,37.4 MiB
2026-09-11 12:18:30,37.4 MiB
2026-09-11 12:18:45,37.4 MiB
2026-09-11 12:19:00,37.4 MiB
2026-09-11 12:19:15,37.4 MiB
2026-09-11 12:19:30,37.4 MiB
2026-09-11 12:19:45,37.4 MiB
2026-09-11 12:20:00,37.4 MiB
2026-09-11 12:20:15,37.4 MiB
2026-09-11 12:20:30,37.4 MiB
2026-09-11 12:20:45,37.4 MiB
2026-09-11 12:21:00,37.4 MiB
2026-09-11 12:21:15,37.4 MiB
2026-09-11 12:21:30,37.4 MiB
2026-09-11 12:21:45,37.4 MiB
2026-09-11 12:22:00,37.4 MiB
2026-09-11 12:22:15,37.4 MiB
2026-09-11 12:22:30,37.4 MiB
2026-09-11 12:22:45,37.4 MiB
2026-09-11 12:23:00,37.4 MiB
2026-09-11 12:23:15,37.4 MiB
2026-09-11 12:23:30,37.4 MiB
2026-09-11 12:23:45,37.4 MiB
2026-09-11 12:24:00,37.4 MiB
2026-09-11 12:24:15,37.4 MiB
2026-09-11 12:24:30,37.4 MiB
2026-09-11 12:24:45,37.4 MiB
2026-09-11 12:25:00,37.4 MiB
2026-09-11 12:25:15,37.4 MiB
2026-09-11 12:25:30,37.4 MiB
2026-09-11 12:25:45,37.4 MiB
2026-09-11 12:26:00,37.4 MiB
2026-09-11 12:26:15,37.4 MiB
2026-09-11 12:26:30,37.4 MiB
2026-09-11 12:26:45,37.4 MiB
2026-09-11 12:27:00,37.4 MiB
2026-09-11 12:27:15,37.4 MiB
2026-09-11 12:27:30,37.4 MiB
2026-09-11 12:27:45,37.4 MiB
2026-09-11 12:28:00,37.4 MiB
2026-09-11 12:28:15,37.4 MiB
2026-09-11 12:28:30,37.4 MiB
2026-09-11 12:28:45,37.4 MiB
2026-09-11 12:29:00,37.4 MiB
2026-09-11 12:29:15,37.4 MiB
2026-09-11 12:29:30,37.4 MiB
2026-09-11 12:29:45,37.4 MiB
2026-09-11 12:30:00,37.4 MiB
2026-09-11 12:30:15,37.4 MiB
2026-09-11 12:30:30,37.4 MiB
2026-09-11 12:30:45,37.4 MiB
2026-09-11 12:31:00,37.4 MiB
2026-09-11 12:31:15,37.4 MiB
2026-09-11 12:31:30,37.4 MiB
2026-09-11 12:31:45,37.4 MiB
