"Time","perf_app1"
2026-09-11 12:04:00,0 B/s
2026-09-11 12:04:15,0 B/s
2026-09-11 12:04:30,0 B/s
2026-09-11 12:04:45,0 B/s
2026-09-11 12:05:00,17.7 B/s
2026-09-11 12:05:15,17.7 B/s
2026-09-11 12:05:30,51.6 B/s
2026-09-11 12:05:45,51.6 B/s
2026-09-11 12:06:00,51.6 B/s
2026-09-11 12:06:15,51.6 B/s
2026-09-11 12:06:30,86.2 B/s
2026-09-11 12:06:45,73.2 B/s
2026-09-11 12:07:00,73.2 B/s
2026-09-11 12:07:15,67.8 B/s
2026-09-11 12:07:30,67.8 B/s
2026-09-11 12:07:45,67.8 B/s
2026-09-11 12:08:00,67.8 B/s
2026-09-11 12:08:15,49.7 B/s
2026-09-11 12:08:30,49.7 B/s
2026-09-11 12:08:45,65.0 B/s
2026-09-11 12:09:00,35.5 B/s
2026-09-11 12:09:15,35.5 B/s
2026-09-11 12:09:30,35.5 B/s
2026-09-11 12:09:45,70.0 B/s
2026-09-11 12:10:00,53.6 B/s
2026-09-11 12:10:15,53.6 B/s
2026-09-11 12:10:30,55.4 B/s
2026-09-11 12:10:45,54.1 B/s
2026-09-11 12:11:00,54.1 B/s
2026-09-11 12:11:15,54.1 B/s
2026-09-11 12:11:30,25.1 B/s
2026-09-11 12:11:45,22.7 B/s
2026-09-11 12:12:00,22.7 B/s
2026-09-11 12:12:15,11.4 B/s
2026-09-11 12:12:30,11.4 B/s
2026-09-11 12:12:45,11.4 B/s
2026-09-11 12:13:00,11.4 B/s
2026-09-11 12:13:15,23.6 B/s
2026-09-11 12:13:30,23.6 B/s
2026-09-11 12:13:45,52.7 B/s
2026-09-11 12:14:00,48.1 B/s
2026-09-11 12:14:15,48.1 B/s
2026-09-11 12:14:30,48.1 B/s
2026-09-11 12:14:45,63.7 B/s
2026-09-11 12:15:00,48.3 B/s
2026-09-11 12:15:15,48.3 B/s
2026-09-11 12:15:30,35.8 B/s
2026-09-11 12:15:45,34.6 B/s
2026-09-11 12:16:00,34.6 B/s
2026-09-11 12:16:15,34.6 B/s
2026-09-11 12:16:30,36.8 B/s
2026-09-11 12:16:45,34.3 B/s
2026-09-11 12:17:00,50.0 B/s
2026-09-11 12:17:15,35.5 B/s
2026-09-11 12:17:30,35.5 B/s
2026-09-11 12:17:45,35.5 B/s
2026-09-11 12:18:00,35.5 B/s
2026-09-11 12:18:15,22.8 B/s
2026-09-11 12:18:30,24.0 B/s
2026-09-11 12:18:45,12.3 B/s
2026-09-11 12:19:00,11.9 B/s
2026-09-11 12:19:15,11.9 B/s
2026-09-11 12:19:30,11.9 B/s
2026-09-11 12:19:45,46.5 B/s
2026-09-11 12:20:00,43.8 B/s
2026-09-11 12:20:15,42.6 B/s
2026-09-11 12:20:30,56.0 B/s
2026-09-11 12:20:45,54.4 B/s
2026-09-11 12:21:00,54.4 B/s
2026-09-11 12:21:15,54.4 B/s
2026-09-11 12:21:30,49.3 B/s
2026-09-11 12:21:45,48.9 B/s
2026-09-11 12:22:00,48.9 B/s
2026-09-11 12:22:15,49.4 B/s
2026-09-11 12:22:30,49.4 B/s
2026-09-11 12:22:45,49.4 B/s
2026-09-11 12:23:00,49.4 B/s
2026-09-11 12:23:15,37.7 B/s
2026-09-11 12:23:30,35.6 B/s
2026-09-11 12:23:45,50.9 B/s
2026-09-11 12:24:00,35.1 B/s
2026-09-11 12:24:15,35.1 B/s
2026-09-11 12:24:30,35.1 B/s
2026-09-11 12:24:45,50.6 B/s
2026-09-11 12:25:00,35.3 B/s
2026-09-11 12:25:15,35.3 B/s
2026-09-11 12:25:30,37.5 B/s
2026-09-11 12:25:45,35.5 B/s
2026-09-11 12:26:00,35.5 B/s
2026-09-11 12:26:15,35.5 B/s
2026-09-11 12:26:30,56.2 B/s
2026-09-11 12:26:45,53.8 B/s
2026-09-11 12:27:00,53.8 B/s
2026-09-11 12:27:15,53.6 B/s
2026-09-11 12:27:30,53.6 B/s
2026-09-11 12:27:45,53.6 B/s
2026-09-11 12:28:00,53.6 B/s
2026-09-11 12:28:15,48.8 B/s
2026-09-11 12:28:30,48.8 B/s
2026-09-11 12:28:45,64.6 B/s
2026-09-11 12:29:00,49.3 B/s
2026-09-11 12:29:15,49.3 B/s
2026-09-11 12:29:30,49.3 B/s
2026-09-11 12:29:45,64.6 B/s
2026-09-11 12:30:00,35.6 B/s
2026-09-11 12:30:15,35.6 B/s
2026-09-11 12:30:30,25.2 B/s
2026-09-11 12:30:45,23.2 B/s
2026-09-11 12:31:00,23.2 B/s
2026-09-11 12:31:15,23.2 B/s
2026-09-11 12:31:30,26.1 B/s
2026-09-11 12:31:45,23.6 B/s
2026-09-11 12:32:00,23.6 B/s
2026-09-11 12:32:15,23.4 B/s
2026-09-11 12:32:30,23.4 B/s
2026-09-11 12:32:45,23.4 B/s
2026-09-11 12:33:00,23.4 B/s
2026-09-11 12:33:15,22.9 B/s
2026-09-11 12:33:30,22.9 B/s
2026-09-11 12:33:45,38.2 B/s
2026-09-11 12:34:00,34.3 B/s
2026-09-11 12:34:15,34.3 B/s
2026-09-11 12:34:30,34.3 B/s
2026-09-11 12:34:45,49.8 B/s
2026-09-11 12:35:00,34.5 B/s
2026-09-11 12:35:15,34.5 B/s
2026-09-11 12:35:30,37.1 B/s
2026-09-11 12:35:45,35.9 B/s
2026-09-11 12:36:00,35.9 B/s
2026-09-11 12:36:15,35.9 B/s
2026-09-11 12:36:30,25.0 B/s
2026-09-11 12:36:45,23.8 B/s
2026-09-11 12:37:00,23.8 B/s
2026-09-11 12:37:15,42.8 B/s
2026-09-11 12:37:30,42.8 B/s
2026-09-11 12:37:45,42.8 B/s
2026-09-11 12:38:00,42.8 B/s
2026-09-11 12:38:15,69.6 B/s
2026-09-11 12:38:30,68.4 B/s
2026-09-11 12:38:45,84.8 B/s
2026-09-11 12:39:00,50.2 B/s
2026-09-11 12:39:15,50.2 B/s
2026-09-11 12:39:30,50.2 B/s
2026-09-11 12:39:45,65.5 B/s
2026-09-11 12:40:00,36.6 B/s
2026-09-11 12:40:15,36.6 B/s
2026-09-11 12:40:30,56.4 B/s
2026-09-11 12:40:45,54.0 B/s
2026-09-11 12:41:00,54.0 B/s
2026-09-11 12:41:15,54.0 B/s
2026-09-11 12:41:30,43.8 B/s
2026-09-11 12:41:45,42.6 B/s
2026-09-11 12:42:00,42.6 B/s
2026-09-11 12:42:15,24.1 B/s
2026-09-11 12:42:30,24.1 B/s
2026-09-11 12:42:45,24.1 B/s
2026-09-11 12:43:00,24.1 B/s
2026-09-11 12:43:15,56.0 B/s
2026-09-11 12:43:30,54.8 B/s
2026-09-11 12:43:45,70.6 B/s
2026-09-11 12:44:00,54.4 B/s
2026-09-11 12:44:15,54.4 B/s
2026-09-11 12:44:30,54.4 B/s
2026-09-11 12:44:45,55.8 B/s
2026-09-11 12:45:00,48.9 B/s
2026-09-11 12:45:15,48.9 B/s
2026-09-11 12:45:30,69.7 B/s
2026-09-11 12:45:45,68.1 B/s
2026-09-11 12:46:00,68.1 B/s
2026-09-11 12:46:15,68.1 B/s
2026-09-11 12:46:30,84.5 B/s
2026-09-11 12:46:45,54.4 B/s
2026-09-11 12:47:00,54.4 B/s
2026-09-11 12:47:15,36.3 B/s
2026-09-11 12:47:30,36.3 B/s
2026-09-11 12:47:45,36.3 B/s
2026-09-11 12:48:00,36.3 B/s
2026-09-11 12:48:15,36.4 B/s
2026-09-11 12:48:30,36.4 B/s
2026-09-11 12:48:45,71.0 B/s
2026-09-11 12:49:00,54.5 B/s
2026-09-11 12:49:15,54.5 B/s
2026-09-11 12:49:30,54.5 B/s
2026-09-11 12:49:45,89.1 B/s
2026-09-11 12:50:00,73.6 B/s
2026-09-11 12:50:15,73.6 B/s
2026-09-11 12:50:30,57.5 B/s
2026-09-11 12:50:45,55.4 B/s
2026-09-11 12:51:00,55.4 B/s
2026-09-11 12:51:15,55.4 B/s
2026-09-11 12:51:30,51.2 B/s
2026-09-11 12:51:45,50.0 B/s
2026-09-11 12:52:00,50.0 B/s
2026-09-11 12:52:15,68.2 B/s
2026-09-11 12:52:30,68.2 B/s
2026-09-11 12:52:45,68.2 B/s
2026-09-11 12:53:00,68.2 B/s
2026-09-11 12:53:15,55.6 B/s
2026-09-11 12:53:30,54.4 B/s
2026-09-11 12:53:45,83.5 B/s
2026-09-11 12:54:00,49.3 B/s
2026-09-11 12:54:15,49.3 B/s
2026-09-11 12:54:30,49.3 B/s
2026-09-11 12:54:45,65.1 B/s
2026-09-11 12:55:00,49.8 B/s
2026-09-11 12:55:15,49.8 B/s
2026-09-11 12:55:30,37.3 B/s
2026-09-11 12:55:45,34.8 B/s
2026-09-11 12:56:00,34.8 B/s
2026-09-11 12:56:15,34.8 B/s
2026-09-11 12:56:30,36.8 B/s
2026-09-11 12:56:45,34.3 B/s
2026-09-11 12:57:00,34.3 B/s
2026-09-11 12:57:15,34.8 B/s
2026-09-11 12:57:30,34.8 B/s
2026-09-11 12:57:45,34.8 B/s
2026-09-11 12:58:00,34.8 B/s
2026-09-11 12:58:15,35.0 B/s
2026-09-11 12:58:30,35.0 B/s
2026-09-11 12:58:45,69.5 B/s
2026-09-11 12:59:00,53.7 B/s
2026-09-11 12:59:15,53.7 B/s
2026-09-11 12:59:30,53.7 B/s
2026-09-11 12:59:45,55.0 B/s
2026-09-11 13:00:00,41.6 B/s
2026-09-11 13:00:15,41.6 B/s
2026-09-11 13:00:30,12.2 B/s
2026-09-11 13:00:45,11.0 B/s
2026-09-11 13:01:00,11.0 B/s
2026-09-11 13:01:15,11.0 B/s
2026-09-11 13:01:30,39.9 B/s
2026-09-11 13:01:45,36.7 B/s
2026-09-11 13:02:00,54.4 B/s
2026-09-11 13:02:15,51.7 B/s
2026-09-11 13:02:30,51.7 B/s
2026-09-11 13:02:45,51.7 B/s
2026-09-11 13:03:00,51.7 B/s
2026-09-11 13:03:15,39.2 B/s
2026-09-11 13:03:30,37.9 B/s
2026-09-11 13:03:45,25.8 B/s
2026-09-11 13:04:00,23.3 B/s
2026-09-11 13:04:15,23.3 B/s
2026-09-11 13:04:30,23.3 B/s
2026-09-11 13:04:45,24.7 B/s
2026-09-11 13:05:00,11.5 B/s
2026-09-11 13:05:15,11.5 B/s
2026-09-11 13:05:30,11.5 B/s
2026-09-11 13:05:45,11.5 B/s
2026-09-11 13:06:00,11.5 B/s
2026-09-11 13:06:15,11.5 B/s
2026-09-11 13:06:30,47.2 B/s
2026-09-11 13:06:45,42.6 B/s
2026-09-11 13:07:00,42.6 B/s
2026-09-11 13:07:15,73.6 B/s
2026-09-11 13:07:30,73.6 B/s
2026-09-11 13:07:45,73.6 B/s
2026-09-11 13:08:00,73.6 B/s
2026-09-11 13:08:15,42.2 B/s
2026-09-11 13:08:30,42.2 B/s
2026-09-11 13:08:45,71.3 B/s
2026-09-11 13:09:00,36.7 B/s
2026-09-11 13:09:15,36.7 B/s
2026-09-11 13:09:30,36.7 B/s
2026-09-11 13:09:45,54.4 B/s
2026-09-11 13:10:00,51.3 B/s
2026-09-11 13:10:15,51.3 B/s
2026-09-11 13:10:30,39.6 B/s
2026-09-11 13:10:45,37.5 B/s
2026-09-11 13:11:00,37.5 B/s
2026-09-11 13:11:15,37.5 B/s
2026-09-11 13:11:30,25.4 B/s
2026-09-11 13:11:45,22.9 B/s
2026-09-11 13:12:00,22.9 B/s
2026-09-11 13:12:15,23.5 B/s
2026-09-11 13:12:30,23.5 B/s
2026-09-11 13:12:45,23.5 B/s
2026-09-11 13:13:00,23.5 B/s
2026-09-11 13:13:15,38.0 B/s
2026-09-11 13:13:30,38.0 B/s
2026-09-11 13:13:45,72.6 B/s
2026-09-11 13:14:00,56.8 B/s
2026-09-11 13:14:15,56.8 B/s
2026-09-11 13:14:30,56.8 B/s
2026-09-11 13:14:45,60.7 B/s
2026-09-11 13:15:00,42.2 B/s
2026-09-11 13:15:15,42.2 B/s
2026-09-11 13:15:30,38.3 B/s
2026-09-11 13:15:45,36.2 B/s
2026-09-11 13:16:00,36.2 B/s
2026-09-11 13:16:15,36.2 B/s
2026-09-11 13:16:30,50.1 B/s
2026-09-11 13:16:45,48.4 B/s
2026-09-11 13:17:00,48.4 B/s
2026-09-11 13:17:15,35.1 B/s
2026-09-11 13:17:30,35.1 B/s
2026-09-11 13:17:45,35.1 B/s
2026-09-11 13:18:00,35.1 B/s
2026-09-11 13:18:15,23.7 B/s
2026-09-11 13:18:30,23.7 B/s
2026-09-11 13:18:45,39.5 B/s
2026-09-11 13:19:00,24.6 B/s
