"Time","container_name","Value #A"
2026-09-11 19:50:42.000,perf_app3,39198720
2026-09-11 19:50:42.000,perf_app2,39198720
2026-09-11 19:50:42.000,perf_app1,39235584
2026-09-11 19:50:42.000,perf_db,29728768
2026-09-11 19:50:42.000,perf_nginx,2740224
