"Time","container_name","Value #A"
2026-09-11 17:13:12.000,perf_app1,39329792
2026-09-11 17:13:12.000,perf_app3,39182336
2026-09-11 17:13:12.000,perf_app2,39178240
2026-09-11 17:13:12.000,perf_db,30027776
2026-09-11 17:13:12.000,perf_nginx,2756608
